store_name,store_address,store_genre,store_dinner_price_range,store_lunch_price_range,sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10,sp11,sp12,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,restaurant_local_popular,restaurant_local_cnt,store_review_cnt,sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8,sn9,sn10,sn11,sn12,local_food_name,img_url,store_homepage,tabelog_url
築地銀だこ 函館昭和店,北海道函館市昭和1-29-2 , たこ焼き,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1.5,2,,,,,,,,,,,タコ　,タコ　,['タコ'],https://tblg.k-img.com/restaurant/images/Rvw/149771/320x320_square_149771166.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1016736/
レストラン雪河亭 本店,北海道函館市末広町4-5 五島軒本店, カレーライス、洋食、ロシア料理,"3,999","2,999",1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1,1,1,1,1,1.0,3,2,1,1,2,2,2,1,2,3,5,5,1,1,5,ホタテガイ　,ホタテガイ　,エビ　ホタテガイ　,エビ　,エビ　,エビ　,,,,,,ホタテガイ　,[],https://tblg.k-img.com/restaurant/images/Rvw/108782/320x320_square_108782646.jpg,http://www.gotoken.hakodate.jp/,https://tabelog.com/hokkaido/A0105/A010501/1000208/
浜焼ベイベー,北海道函館市若松町18-22 , 居酒屋、ジンギスカン、魚介料理・海鮮料理,"3,999",60000,3,3,3,1,1,3,3,3,1,3,3,3,2.0,2.0,2.0,1,1,1.0,1.0,1.0,1,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,2,2,2,3,1.5,1,イカ　マガキ　,イカ　マガキ　,イカ　マガキ　,,,イカ　,イカ　,イカ　,,クロマグロ　,クロマグロ　,クロマグロ　マガキ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/75275/320x320_square_75275935.jpg,http://brand-g-ltd.com/,https://tabelog.com/hokkaido/A0105/A010501/1049604/
立待岬休憩所 売店はまなす,北海道函館市住吉町 , その他,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ホタテガイ　,ホタテガイ　,ホタテガイ　,,,,,,,,,ホタテガイ　,[],https://tblg.k-img.com/restaurant/images/Rvw/135985/320x320_square_135985165.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1050569/
麺屋 いっ徳,北海道函館市田家町16-32 , ラーメン,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/129497/320x320_square_129497496.jpg,https://business.google.com/,https://tabelog.com/hokkaido/A0105/A010501/1053589/
望楼NOGUCHI函館,北海道函館市湯川町1-17-22 , 旅館,"49,999","49,999",2,2,2,1,1,2,2,2,1,1,1,1,3.5,4,4.5,3.5,3.5,3.5,3,2.5,2.5,3.5,4.5,4.5,3,3,2,2,2,2,4,4,5,4,5,5,2,3.5,2,ホタテガイ　ニシン　キアンコウ　アサリ　イカ　,サクラマス　ホタテガイ　ニシン　キアンコウ　アサリ　イカ　,サクラマス　ホタテガイ　ニシン　エビ　アサリ　イカ　ウニ　,サクラマス　アイナメ　エビ　アサリ　ウニ　,サクラマス　アイナメ　エビ　アサリ　ウニ　,アイナメ　エビ　イカ　ウニ　ケガニ　,アイナメ　イカ　ウニ　ケガニ　,アイナメ　イカ　ウニ　,サケ　シラウオ　ウニ　,ニシン　サケ　クロマグロ　シラウオ　アサリ　,タコ　ニシン　サケ　クロマグロ　アサリ　イトウ　ブリ　,タコ　ホタテガイ　キアンコウ　クロマグロ　アサリ　イトウ　ブリ　,"['タコ', 'ニシン', 'イカ', 'ウニ', 'ケガニ']",https://tblg.k-img.com/restaurant/images/Rvw/166135/320x320_square_ec0eda53bca929353a8b1e5b6621d27a.jpg,http://www.bourou-hakodate.com/,https://tabelog.com/hokkaido/A0105/A010501/1041157/
りんさん,北海道函館市湯川町1-9-13 , 中華麺（その他）、ラーメン、餃子,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/72041/320x320_square_72041929.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1008344/
杉の子,北海道函館市松風町8-5 , バー,"3,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/138839/320x320_square_138839230.jpg,http://www5d.biglobe.ne.jp/~suginoko/,https://tabelog.com/hokkaido/A0105/A010501/1003485/
カシメ水産 朝市営業所,北海道函館市若松町10-11 , その他,60000,"1,999",5,5,5,1,1,5,5,5,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/72266/320x320_square_72266381.jpg,http://www.kashimesuisan.jp,https://tabelog.com/hokkaido/A0105/A010501/1045396/
ANTICA OSTERIA DELL’ALBA,北海道函館市本通3-2-12 , イタリアン、パスタ,"14,999","2,999",1,1,3,3,3,3,3,3,3,1,1,1,1.0,2.0,3,2.5,2.5,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2,2,1,1,1,1,1,2,2,3,2,3,1.5,2,ヒラメ　,ヒラメ　サクラマス　,ウニ　エビ　ヒラメ　サクラマス　,ウニ　エビ　サクラマス　,ウニ　エビ　サクラマス　,ウニ　エビ　,ウニ　,ウニ　,サケ　ウニ　,サケ　,サケ　ブリ　,ブリ　,['ウニ'],https://tblg.k-img.com/restaurant/images/Rvw/23545/320x320_square_23545084.jpg,http://dellalba.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1006597/
プア ノー レジャー,北海道函館市本町31-10 2F, ビストロ,"3,999",60000,1,1,2,2,2,2,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,イカ　,イカ　,エビ　イカ　,エビ　,エビ　,エビ　イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/152275/320x320_square_152275114.jpg,http://poorno-leisure.com/,https://tabelog.com/hokkaido/A0105/A010501/1047586/
ラーメンの王道 北浜商店 金堀店,北海道函館市金堀町2-31 , ラーメン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.5,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,2.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1.5,2,ホタテガイ　,ホタテガイ　,エビ　ウニ　ホタテガイ　,エビ　ウニ　,エビ　ウニ　,エビ　ウニ　,ウニ　,ウニ　,ウニ　,,ブリ　,ブリ　ホタテガイ　,['ウニ'],https://tblg.k-img.com/restaurant/images/Rvw/164309/320x320_square_0debcc7d3dc64ea80b9eed833fdcea68.jpg,http://kitahamasyoten.com/,https://tabelog.com/hokkaido/A0105/A010501/1005568/
クラブハウス,北海道函館市松風町7 , かに、魚介料理・海鮮料理、居酒屋,"2,999",60000,2,2,2,1,1,2,2,2,1,1,5,5,2.0,2.0,2.5,2.0,2.0,2.0,1.0,1.0,1,1,2.0,2.5,1,1,1,2,2,1,1,1,1,1,3,3,5,1.5,2,ホタテガイ　イカ　,ホタテガイ　イカ　,ホタテガイ　エビ　イカ　,エビ　キュウリウオ　,エビ　キュウリウオ　,エビ　イカ　,イカ　,イカ　,,,タラバガニ　ズワイガニ　,タラバガニ　ズワイガニ　ホタテガイ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/13020/320x320_square_13020968.jpg,http://www.hakodate-yatai.com/shops/clubhouse/,https://tabelog.com/hokkaido/A0105/A010501/1003141/
函館地方裁判所地下食堂,北海道函館市上新川町1-8 B1F, 定食・食堂、そば・うどん・麺類（その他）、カレーライス,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/images/shared/nophoto/nophoto_320x320.png,,
あずまそば,北海道函館市鍛治2-9-25 , そば、うどん,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/76484/320x320_square_76484209.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1012715/
桜庭,北海道函館市古川町317-14 , 寿司、定食・食堂、ラーメン,"7,999",60000,1,1,3,3,3,3,3,3,3,3,3,3,1.0,1.0,2.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,2,2,2,3,1.5,1,ホタテガイ　,ホタテガイ　,ウニ　ホタテガイ　エビ　,ウニ　エビ　,ウニ　エビ　,ウニ　エビ　,ウニ　,ウニ　,ウニ　,クロマグロ　,クロマグロ　,ホタテガイ　クロマグロ　,['ウニ'],https://tblg.k-img.com/restaurant/images/Rvw/112023/320x320_square_112023053.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1030216/
李太白,北海道函館市宮前町30-2 , 中華料理、飲茶・点心、ラーメン,60000,"1,999",1,1,3,3,3,3,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,2.0,2.0,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,イカ　,イカ　,エビ　イカ　,エビ　,エビ　,エビ　イカ　,イカ　,イカ　,,,タコ　ズワイガニ　,タコ　ズワイガニ　,"['タコ', 'イカ']",https://tblg.k-img.com/restaurant/images/Rvw/162202/320x320_square_162202374.jpg,http://www.chuka-rihaku.com/,https://tabelog.com/hokkaido/A0105/A010501/1001057/
カフェ&ダイニング リット,北海道函館市大手町3-8 , カフェ,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/132696/320x320_square_132696798.jpg,,
レフボン 石川店,北海道函館市石川町162-1 コープさっぽろいしかわ店, パン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/113385/320x320_square_113385783.jpg,http://www.h-saint-germain.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1041762/
ハセガワストア 昭和店,北海道函館市昭和4-24-8 , その他,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/148670/320x320_square_148670308.jpg,http://www.hasesuto.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1023106/
北海ラーメン,北海道函館市湯川町2-4-31 , ラーメン、餃子、焼きそば,999,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,2.5,1.0,1.0,2.0,1.0,1.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,ホタテガイ　イカ　,ホタテガイ　イカ　,ホタテガイ　イカ　エビ　,エビ　,エビ　,イカ　エビ　,イカ　,イカ　,,,,ホタテガイ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/107050/320x320_square_107050206.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1011935/
函館市役所 食堂,北海道函館市東雲町4-13 函館市役所 B1F, 社員食堂,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/136001/320x320_square_136001734.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1044662/
函館朝市 栄屋 よさこい食堂,北海道函館市若松町10-9 , 定食・食堂、海鮮丼,60000,"2,999",5,5,5,3,3,5,5,5,3,1,1,2,3,2.5,4,2.5,2.5,3,3,2.5,2.0,2.0,4,4,4,2,3,2,2,3,5,4,4,4,5,5,5,4.5,2,イカ　ヤリイカ　ホタテガイ　エゾアワビ　,イカ　ヤリイカ　ホタテガイ　,イカ　ウニ　ヤリイカ　ホタテガイ　エビ　ホッケ　,ウニ　エビ　ホッケ　,ウニ　エビ　ホッケ　,イカ　ウニ　エビ　ケガニ　,イカ　ウニ　ケガニ　スルメイカ　,イカ　ウニ　スルメイカ　,ウニ　サケ　,サケ　クロマグロ　,サケ　タコ　クロマグロ　ブリ　エゾアワビ　ズワイガニ　,ホタテガイ　タコ　クロマグロ　ブリ　エゾアワビ　ズワイガニ　,"['イカ', 'ウニ', 'ヤリイカ', 'タコ', 'ケガニ', 'スルメイカ', 'ホッケ']",https://tblg.k-img.com/restaurant/images/Rvw/43378/320x320_square_43378588.jpg,http://www.sakaeyanet.com/,https://tabelog.com/hokkaido/A0105/A010501/1008010/
キングベークナチュラル 函館駅前ビル店,北海道函館市若松町16-10 函館駅前ビル 1F, パン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/154889/320x320_square_154889800.jpg,http://kingbake.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1061622/
ラ･ディーク,北海道函館市桔梗町4-26-50 , パン、パン・サンドイッチ（その他）、洋菓子（その他）,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/87138/320x320_square_87138617.jpg,,https://tabelog.com/hokkaido/A0105/A010502/1024687/
ラッキーピエロ 函館駅前店,北海道函館市若松町8-8 ホテル ニューオーテ 2F, ハンバーガー,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/166112/320x320_square_c588360e758538cb98e232b893550bd0.jpg,http://www.luckypierrot.jp/,https://tabelog.com/hokkaido/A0105/A010501/1063114/
亜細亜飯 松風グルカ,北海道函館市松風町10-7 , 居酒屋、インドカレー、ネパール料理,999,"2,999",1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,ヒラメ　,ヒラメ　,ヒラメ　,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/161280/320x320_square_161280824.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1056101/
ビーズ・ビー,北海道函館市柏木町39-3 , 洋食、オムライス、カレーライス,60000,"1,999",1,1,5,5,5,5,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,5,1.5,1,イカ　,イカ　,エビ　イカ　,エビ　,エビ　,エビ　イカ　,イカ　,イカ　,,,ブリ　,ブリ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/121957/320x320_square_121957385.jpg,http://gourmet.yahoo.co.jp/0000091410/M0001010748/,https://tabelog.com/hokkaido/A0105/A010501/1002182/
ポーム,北海道函館市深堀町31-54 , 喫茶店、ケーキ、スイーツ（その他）,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/113306/320x320_square_113306696.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1020262/
函館海鮮料理 海寿,北海道函館市豊川町24-6 , 居酒屋、魚介料理・海鮮料理、海鮮丼,"5,999",60000,4,4,4,2,2,4,4,4,2,1,1,2,4,3.5,5,2.5,3.5,5,5,3.5,3,2.5,3.5,3.5,3,2,3,2,3,4,5,2,3,3,5,4,4,4.5,2,マガキ　イカ　ヒラメ　ホタテガイ　エゾアワビ　ニシン　,マガキ　イカ　ヒラメ　ホタテガイ　ニシン　,マガキ　イカ　ヒラメ　ウニ　エビ　ホッケ　ホタテガイ　ニシン　,ウニ　エビ　ホッケ　,ウニ　エビ　ベニザケ　ホッケ　マボヤ　,イカ　ウニ　エビ　ベニザケ　マボヤ　ウバガイ　エゾバフンウニ　ケガニ　,イカ　ウニ　ベニザケ　マボヤ　ウバガイ　エゾバフンウニ　ケガニ　ガゴメ　,イカ　ウニ　マボヤ　ウバガイ　ガゴメ　,ウニ　ウバガイ　サケ　ガゴメ　,クロマグロ　サケ　ニシン　,クロマグロ　サケ　エゾアワビ　ブリ　ニシン　,マガキ　クロマグロ　ホタテガイ　エゾアワビ　ブリ　,"['イカ', 'ウニ', 'ホッケ', 'ウバガイ', 'エゾバフンウニ', 'ケガニ', 'ニシン']",https://tblg.k-img.com/restaurant/images/Rvw/56567/320x320_square_56567662.jpg,http://www.hakodate-kaikoubo.com/kaijyu/,https://tabelog.com/hokkaido/A0105/A010501/1052389/
びっくりドンキー 神山店,北海道函館市神山1丁目10-14 , ファミレス、ハンバーグ,"1,999",999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/128851/320x320_square_128851845.jpg,http://www.bikkuri-donkey.com/,https://tabelog.com/hokkaido/A0105/A010501/1007196/
メゾン フジヤ ハコダテ,北海道函館市元町17-17 , フレンチ,"9,999","3,999",2,2,2,1,1,2,2,2,1,1,1,1,2.5,2.5,3.5,2.5,2.5,3.5,4,3.5,2.5,1,1.0,2.0,2,2,2,2,2,2,4,3,2,1,2,2,2,3,2,イカ　ヒラメ　ホタテガイ　,イカ　ヒラメ　ホタテガイ　,エビ　ウニ　イカ　ヒラメ　ホタテガイ　,エビ　ウニ　キュウリウオ　,エビ　ウニ　キュウリウオ　,エビ　エゾバフンウニ　ウニ　イカ　ウバガイ　,アユ　エゾバフンウニ　ウニ　イカ　カラフトマス　ウバガイ　,アユ　ウニ　イカ　カラフトマス　ウバガイ　,アユ　ウニ　ウバガイ　,,ズワイガニ　,ズワイガニ　ホタテガイ　,"['エゾバフンウニ', 'ウニ', 'イカ', 'ウバガイ']",https://tblg.k-img.com/restaurant/images/Rvw/161616/320x320_square_161616210.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1065131/
函館自由市場,北海道函館市新川町1-2 , その他,60000,"19,999",4,4,4,2,2,4,4,4,1,2,2,2,4,3.5,5,2.5,3,4.5,4,2.5,2.5,2.5,4.5,4.5,4,3,3,2,3,4,5,2,2,3,5,5,4,4.5,2,イカ　エゾアワビ　ホタテガイ　ニシン　マガキ　ババガレイ　,イカ　ホタテガイ　ニシン　マガキ　ババガレイ　,イカ　エビ　ウニ　ホタテガイ　ニシン　マガキ　ホッケ　ババガレイ　,エビ　ウニ　ホッケ　,エビ　ウニ　ホッケ　ベニザケ　,イカ　エビ　エゾバフンウニ　ウニ　ウバガイ　ケガニ　ベニザケ　,イカ　エゾバフンウニ　ウニ　ウバガイ　ケガニ　ベニザケ　,イカ　ウニ　ウバガイ　,ウニ　ウバガイ　サケ　,クロマグロ　ニシン　サケ　,エゾアワビ　クロマグロ　ニシン　サケ　ブリ　タラバガニ　ババガレイ　,エゾアワビ　クロマグロ　ホタテガイ　マガキ　ブリ　タラバガニ　ババガレイ　,"['イカ', 'エゾバフンウニ', 'ウニ', 'ウバガイ', 'ケガニ', 'ニシン', 'ホッケ']",https://tblg.k-img.com/restaurant/images/Rvw/108838/320x320_square_108838928.jpg,http://hakodate-jiyuichiba.com/,https://tabelog.com/hokkaido/A0105/A010501/1029101/
くうどん亭,北海道函館市若松町9-15 , 海鮮丼、魚介料理・海鮮料理、定食・食堂,"1,999","1,999",5,5,5,1,1,5,5,5,1,1,1,1,2.0,1.0,3,2.5,2.5,2.5,2.0,2.5,2.5,2.0,3,2.5,2,1,2,2,2,1,1,2,3,3,5,4,5,2.5,1,イカ　エゾアワビ　,イカ　,イカ　ホッケ　ウニ　エビ　,ホッケ　ウニ　エビ　,ホッケ　ウニ　エビ　,イカ　ウニ　エビ　,イカ　ウニ　,イカ　サンマ　ウニ　,サンマ　サケ　ウニ　,クロマグロ　サケ　,クロマグロ　サケ　エゾアワビ　ブリ　,クロマグロ　エゾアワビ　ブリ　,"['イカ', 'ホッケ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/122847/320x320_square_122847552.jpg,http://donburiyokocho.com/store03.html,https://tabelog.com/hokkaido/A0105/A010501/1046038/
雷門鮨 湯川店,北海道函館市湯川町1-7-1 , 寿司、魚介料理・海鮮料理,60000,"1,999",2,2,2,1,1,2,2,2,1,2,2,2,3,2.5,3.5,2.5,2.5,3,2.0,2.0,1.0,2.0,3,3,4,3,3,1,1,1,1,1,1,2,4,4,2,3,2,イカ　ヒラメ　エゾアワビ　ヤリイカ　,イカ　ヒラメ　ヤリイカ　,イカ　ウニ　エビ　ヒラメ　ヤリイカ　,シャコ　ウニ　エビ　,シャコ　ウニ　エビ　,シャコ　イカ　ウニ　エビ　,イカ　ウニ　,イカ　ウニ　,ウニ　,クロマグロ　シャコ　,クロマグロ　シャコ　タコ　エゾアワビ　,クロマグロ　シャコ　タコ　エゾアワビ　,"['イカ', 'ウニ', 'タコ', 'ヤリイカ']",https://tblg.k-img.com/restaurant/images/Rvw/161471/320x320_square_161471704.jpg,http://www.hakobura.jp/db/db-food/2009/04/post-2.html,https://tabelog.com/hokkaido/A0105/A010501/1000039/
五勝手屋本舗 丸井今井函館店,北海道函館市本町32-15 丸井今井 函館店 B1F, 和菓子,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/109412/320x320_square_109412767.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1046226/
函館魚販 魚屋とCafe,北海道函館市若松町3-9 , 立ち飲み居酒屋・バー、日本酒バー、カフェ・喫茶（その他）,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,イカ　,イカ　,ウニ　イカ　,ウニ　,ウニ　,ウニ　イカ　,ウニ　イカ　,ウニ　イカ　,ウニ　,,,,"['ウニ', 'イカ']",https://tblg.k-img.com/restaurant/images/Rvw/162150/320x320_square_162150017.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1063509/
ベビー フェイス プラネッツ 函館店,北海道函館市美原1-7-1 MEGAドン・キホーテ函館店 1F, 洋食、パスタ、ピザ,"1,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/74300/320x320_square_74300041.jpg,http://babyface-planets.com/prefecture/hokkaido,https://tabelog.com/hokkaido/A0105/A010501/1047602/
福寿し,北海道函館市松風町15-2 , 寿司,"5,999",60000,2,2,2,2,2,2,2,2,2,3,3,3,3,2.5,3.5,2.0,2.5,3,2.5,2.5,2.0,2.0,3.5,3,3,2,2,1,1,1,1,1,1,2,5,5,3,3.5,1,イカ　ニシン　ヒラメ　エゾアワビ　,イカ　ニシン　ヒラメ　,ウニ　イカ　エビ　ニシン　ヒラメ　,ウニ　エビ　,ウニ　エビ　マイワシ　,ウニ　イカ　エビ　マイワシ　,ウニ　イカ　マイワシ　,ウニ　イカ　マイワシ　,ウニ　マイワシ　,クロマグロ　ニシン　,クロマグロ　ニシン　エゾアワビ　ズワイガニ　タコ　,クロマグロ　エゾアワビ　ズワイガニ　タコ　,"['ウニ', 'イカ', 'ニシン', 'タコ', 'マイワシ']",https://tblg.k-img.com/restaurant/images/Rvw/122046/320x320_square_122046354.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1023340/
